timestamp,region,temperature_c,it_load_mw,carbon_intensity_gco2,water_usage_l
2026-01-17 20:00:00,Arizona,26.46,42.93,389.56,230.86
2026-01-17 21:00:00,Arizona,25.09,41.18,410.74,23.94
2026-01-17 22:00:00,Arizona,25.76,33.75,439.79,121.3
2026-01-17 23:00:00,Arizona,26.96,31.27,443.4,301.06
2026-01-18 00:00:00,Arizona,20.07,27.33,435.19,8.24
2026-01-18 01:00:00,Arizona,22.5,29.97,465.49,5.64
2026-01-18 02:00:00,Arizona,19.79,30.56,444.66,0.39
2026-01-18 03:00:00,Arizona,22.24,33.83,465.98,13.81
2026-01-18 04:00:00,Arizona,19.33,34.79,436.51,8.02
2026-01-18 05:00:00,Arizona,23.46,42.64,430.65,9.91
2026-01-18 06:00:00,Arizona,25.35,52.64,434.99,53.67
2026-01-18 07:00:00,Arizona,29.99,50.6,389.75,751.96
2026-01-18 08:00:00,Arizona,29.78,60.52,406.1,718.6
2026-01-18 09:00:00,Arizona,32.64,62.51,389.44,1149.64
2026-01-18 10:00:00,Arizona,33.3,64.88,375.59,1245.62
2026-01-18 11:00:00,Arizona,36.12,67.86,355.15,1670.71
2026-01-18 12:00:00,Arizona,38.8,68.81,367.38,2088.33
2026-01-18 13:00:00,Arizona,35.01,69.79,359.76,1503.78
2026-01-18 14:00:00,Arizona,35.95,67.05,338.1,1644.2
2026-01-18 15:00:00,Arizona,38.72,64.35,350.66,2062.41
2026-01-18 16:00:00,Arizona,35.37,57.51,339.72,1564.9
2026-01-18 17:00:00,Arizona,37.65,52.05,373.56,1904.81
2026-01-18 18:00:00,Arizona,35.38,48.57,378.85,1568.92
2026-01-18 19:00:00,Arizona,28.38,44.5,403.96,515.93
2026-01-18 20:00:00,Arizona,31.6,40.93,377.07,996.54
2026-01-18 21:00:00,Arizona,25.11,36.56,399.78,19.24
2026-01-18 22:00:00,Arizona,24.87,30.88,448.13,12.34
2026-01-18 23:00:00,Arizona,28.76,31.56,435.18,571.27
2026-01-19 00:00:00,Arizona,22.55,27.2,452.52,5.29
2026-01-19 01:00:00,Arizona,22.89,30.01,445.39,10.38
2026-01-19 02:00:00,Arizona,23.93,35.31,444.31,3.23
2026-01-19 03:00:00,Arizona,23.17,36.68,444.7,7.16
2026-01-19 04:00:00,Arizona,22.69,39.7,445.44,13.57
2026-01-19 05:00:00,Arizona,27.97,41.48,422.66,456.68
2026-01-19 06:00:00,Arizona,21.76,51.54,415.22,11.06
2026-01-19 07:00:00,Arizona,23.98,55.17,399.91,7.47
2026-01-19 08:00:00,Arizona,30.58,61.31,400.57,877.36
2026-01-19 09:00:00,Arizona,27.74,65.53,393.12,421.7
2026-01-19 10:00:00,Arizona,34.13,67.99,393.42,1375.71
2026-01-19 11:00:00,Arizona,34.28,68.97,356.37,1400.98
2026-01-19 12:00:00,Arizona,40.3,69.36,365.48,2297.96
2026-01-19 13:00:00,Arizona,39.71,69.19,355.15,2215.58
2026-01-19 14:00:00,Arizona,37.27,65.29,342.08,1864.31
2026-01-19 15:00:00,Arizona,36.93,65.37,355.39,1805.69
2026-01-19 16:00:00,Arizona,39.5,59.1,353.92,2180.6
2026-01-19 17:00:00,Arizona,33.5,56.26,360.62,1275.41
2026-01-19 18:00:00,Arizona,31.28,47.86,352.45,955.81
2026-01-19 19:00:00,Arizona,31.67,45.25,385.82,1005.98
2026-01-19 20:00:00,Arizona,29.8,40.6,408.54,720.74
2026-01-19 21:00:00,Arizona,32.38,37.6,409.13,1111.01
2026-01-19 22:00:00,Arizona,26.76,31.57,430.56,272.18
2026-01-19 23:00:00,Arizona,22.75,29.59,437.66,2.05
2026-01-20 00:00:00,Arizona,25.51,28.76,463.79,79.41
2026-01-20 01:00:00,Arizona,27.54,29.03,460.58,384.82
2026-01-20 02:00:00,Arizona,20.71,32.78,457.14,0.25
2026-01-20 03:00:00,Arizona,20.88,37.67,454.97,2.46
2026-01-20 04:00:00,Arizona,21.43,42.03,431.1,8.81
2026-01-20 05:00:00,Arizona,24.99,47.15,427.88,25.21
2026-01-20 06:00:00,Arizona,26.81,48.51,404.13,274.21
2026-01-20 07:00:00,Arizona,27.69,60.5,412.23,404.41
2026-01-20 08:00:00,Arizona,29.43,58.71,405.43,666.61
2026-01-20 09:00:00,Arizona,30.07,60.45,393.68,767.74
2026-01-20 10:00:00,Arizona,34.18,66.73,396.34,1397.76
2026-01-20 11:00:00,Arizona,40.42,72.01,365.33,2320.92
2026-01-20 12:00:00,Arizona,37.44,72.81,345.35,1870.98
2026-01-20 13:00:00,Arizona,37.48,69.13,367.26,1873.43
2026-01-20 14:00:00,Arizona,37.5,68.47,345.06,1891.86
2026-01-20 15:00:00,Arizona,38.71,61.84,340.82,2069.65
2026-01-20 16:00:00,Arizona,34.08,60.01,344.66,1367.61
2026-01-20 17:00:00,Arizona,34.94,51.27,361.66,1491.43
2026-01-20 18:00:00,Arizona,35.25,48.5,384.32,1543.75
2026-01-20 19:00:00,Arizona,34.52,46.92,366.36,1443.06
2026-01-20 20:00:00,Arizona,34.13,37.3,396.47,1378.31
2026-01-20 21:00:00,Arizona,30.7,35.67,413.92,871.78
2026-01-20 22:00:00,Arizona,24.68,32.22,426.8,0.7
2026-01-20 23:00:00,Arizona,23.08,29.71,423.4,25.31
2026-01-21 00:00:00,Arizona,26.27,28.25,439.41,200.53
2026-01-21 01:00:00,Arizona,20.64,31.54,464.14,12.16
2026-01-21 02:00:00,Arizona,20.03,30.28,447.8,7.78
2026-01-21 03:00:00,Arizona,20.33,36.71,430.71,5.66
2026-01-21 04:00:00,Arizona,21.04,41.96,451.21,8.52
2026-01-21 05:00:00,Arizona,24.81,46.22,440.4,3.83
2026-01-21 06:00:00,Arizona,26.33,51.58,410.75,202.05
2026-01-21 07:00:00,Arizona,26.14,55.15,399.51,183.55
2026-01-21 08:00:00,Arizona,31.89,63.21,393.29,1036.28
2026-01-21 09:00:00,Arizona,32.88,64.92,378.06,1184.19
2026-01-21 10:00:00,Arizona,35.43,67.69,381.31,1585.46
2026-01-21 11:00:00,Arizona,35.04,68.38,365.88,1509.77
2026-01-21 12:00:00,Arizona,37.54,68.35,348.2,1887.85
2026-01-21 13:00:00,Arizona,32.9,71.7,361.62,1184.97
2026-01-21 14:00:00,Arizona,39.0,66.56,348.03,2103.04
2026-01-21 15:00:00,Arizona,36.24,61.46,340.47,1695.48
2026-01-21 16:00:00,Arizona,34.57,58.9,351.64,1441.18
2026-01-21 17:00:00,Arizona,36.11,55.65,351.56,1672.09
2026-01-21 18:00:00,Arizona,31.79,47.8,375.87,1024.51
2026-01-21 19:00:00,Arizona,34.52,45.16,374.05,1437.8
2026-01-21 20:00:00,Arizona,28.94,38.16,410.62,596.7
2026-01-21 21:00:00,Arizona,30.42,36.13,409.24,834.94
2026-01-21 22:00:00,Arizona,27.63,34.2,430.39,405.09
2026-01-21 23:00:00,Arizona,27.15,30.54,452.71,328.94
2026-01-22 00:00:00,Arizona,23.84,27.64,450.8,2.38
2026-01-22 01:00:00,Arizona,19.05,34.25,431.64,10.1
2026-01-22 02:00:00,Arizona,22.81,28.69,443.07,2.57
2026-01-22 03:00:00,Arizona,23.6,31.49,451.05,1.83
2026-01-22 04:00:00,Arizona,21.43,40.5,434.21,19.32
2026-01-22 05:00:00,Arizona,24.39,46.51,451.73,0.07
2026-01-22 06:00:00,Arizona,27.53,51.16,444.94,405.63
2026-01-22 07:00:00,Arizona,25.51,54.94,425.73,79.04
2026-01-22 08:00:00,Arizona,28.6,57.41,390.82,547.29
2026-01-22 09:00:00,Arizona,30.85,63.0,385.81,879.54
2026-01-22 10:00:00,Arizona,32.68,65.63,377.52,1160.96
2026-01-22 11:00:00,Arizona,34.18,70.41,349.93,1378.85
2026-01-22 12:00:00,Arizona,37.69,69.9,346.46,1904.47
2026-01-22 13:00:00,Arizona,37.1,69.39,347.74,1826.95
2026-01-22 14:00:00,Arizona,38.54,64.35,350.11,2037.62
2026-01-22 15:00:00,Arizona,36.87,63.68,349.5,1781.3
2026-01-22 16:00:00,Arizona,39.28,60.31,349.47,2160.32
2026-01-22 17:00:00,Arizona,37.62,53.42,370.81,1912.24
2026-01-22 18:00:00,Arizona,31.72,48.76,383.03,1014.72
2026-01-22 19:00:00,Arizona,31.07,44.87,382.72,911.51
2026-01-22 20:00:00,Arizona,29.1,43.64,401.45,622.17
2026-01-22 21:00:00,Arizona,31.93,35.83,400.46,1047.29
2026-01-22 22:00:00,Arizona,28.86,29.66,413.87,579.28
2026-01-22 23:00:00,Arizona,26.02,28.62,440.26,161.7
2026-01-23 00:00:00,Arizona,23.04,28.94,431.18,13.54
2026-01-23 01:00:00,Arizona,25.47,30.7,439.5,75.28
2026-01-23 02:00:00,Arizona,20.85,36.21,459.69,8.7
2026-01-23 03:00:00,Arizona,24.28,30.53,443.77,4.21
2026-01-23 04:00:00,Arizona,24.13,39.03,431.64,1.48
2026-01-23 05:00:00,Arizona,25.59,44.01,434.04,91.25
2026-01-23 06:00:00,Arizona,26.01,51.12,424.31,176.96
2026-01-23 07:00:00,Arizona,30.4,53.12,411.81,822.1
2026-01-23 08:00:00,Arizona,31.89,60.47,400.85,1035.75
2026-01-23 09:00:00,Arizona,32.84,63.47,387.04,1189.8
2026-01-23 10:00:00,Arizona,34.64,67.7,388.38,1458.06
2026-01-23 11:00:00,Arizona,36.89,69.8,363.26,1783.65
2026-01-23 12:00:00,Arizona,35.97,68.57,362.83,1648.62
2026-01-23 13:00:00,Arizona,35.92,67.93,354.96,1644.51
2026-01-23 14:00:00,Arizona,38.27,65.15,358.19,1994.11
2026-01-23 15:00:00,Arizona,36.6,65.63,352.81,1752.39
2026-01-23 16:00:00,Arizona,40.33,59.16,360.41,2304.87
2026-01-23 17:00:00,Arizona,36.33,57.6,355.34,1716.71
2026-01-23 18:00:00,Arizona,33.11,53.99,368.0,1231.76
2026-01-23 19:00:00,Arizona,29.97,46.32,381.22,751.58
2026-01-23 20:00:00,Arizona,30.81,37.69,414.08,873.41
2026-01-23 21:00:00,Arizona,26.04,35.89,427.95,166.7
2026-01-23 22:00:00,Arizona,26.5,31.03,435.14,238.49
2026-01-23 23:00:00,Arizona,23.73,30.45,431.89,25.38
2026-01-24 00:00:00,Arizona,21.92,32.13,437.41,16.29
2026-01-24 01:00:00,Arizona,22.55,29.15,455.45,10.57
2026-01-24 02:00:00,Arizona,18.77,34.08,458.92,1.96
2026-01-24 03:00:00,Arizona,21.93,34.42,447.64,7.71
2026-01-24 04:00:00,Arizona,19.86,39.73,456.83,1.42
2026-01-24 05:00:00,Arizona,26.68,47.09,438.32,259.92
2026-01-24 06:00:00,Arizona,24.88,52.52,421.81,2.73
2026-01-24 07:00:00,Arizona,27.23,58.25,398.63,334.39
2026-01-24 08:00:00,Arizona,29.3,57.01,393.23,650.68
2026-01-24 09:00:00,Arizona,30.1,67.71,372.12,778.41
2026-01-24 10:00:00,Arizona,33.18,67.39,376.14,1229.95
2026-01-24 11:00:00,Arizona,35.27,70.44,375.22,1541.85
2026-01-24 12:00:00,Arizona,35.58,66.04,359.15,1588.58
2026-01-24 13:00:00,Arizona,35.74,66.91,363.92,1629.74
2026-01-24 14:00:00,Arizona,37.3,67.28,342.53,1858.52
2026-01-24 15:00:00,Arizona,37.45,65.02,351.05,1871.05
2026-01-24 16:00:00,Arizona,35.5,57.74,377.72,1581.86
2026-01-24 17:00:00,Arizona,34.42,56.19,335.57,1429.82
2026-01-24 18:00:00,Arizona,33.3,49.61,358.64,1257.63
2026-01-24 19:00:00,Arizona,32.59,44.11,389.52,1147.69
2026-01-24 20:00:00,Arizona,28.63,40.37,401.1,545.9
2026-01-24 21:00:00,Arizona,32.14,37.57,420.66,1075.18
2026-01-24 22:00:00,Arizona,26.19,28.18,426.89,184.42
2026-01-24 23:00:00,Arizona,22.87,33.82,440.33,9.54
2026-01-25 00:00:00,Arizona,22.79,28.72,437.21,12.37
2026-01-25 01:00:00,Arizona,24.04,28.42,452.63,23.58
2026-01-25 02:00:00,Arizona,21.54,36.17,434.46,13.94
2026-01-25 03:00:00,Arizona,22.04,34.44,437.87,9.66
2026-01-25 04:00:00,Arizona,20.02,39.41,435.69,2.12
2026-01-25 05:00:00,Arizona,24.8,47.26,442.4,3.18
2026-01-25 06:00:00,Arizona,26.61,51.05,417.14,260.45
2026-01-25 07:00:00,Arizona,27.68,51.7,409.57,406.11
2026-01-25 08:00:00,Arizona,30.87,62.68,407.03,883.43
2026-01-25 09:00:00,Arizona,33.39,63.19,402.29,1264.64
2026-01-25 10:00:00,Arizona,36.28,67.96,387.8,1701.16
2026-01-25 11:00:00,Arizona,36.26,70.18,363.99,1709.1
2026-01-25 12:00:00,Arizona,36.86,70.0,369.39,1786.67
2026-01-25 13:00:00,Arizona,35.21,68.66,361.19,1534.37
2026-01-25 14:00:00,Arizona,40.52,69.58,339.23,2327.88
2026-01-25 15:00:00,Arizona,37.05,64.66,351.04,1808.08
2026-01-25 16:00:00,Arizona,37.46,59.92,349.98,1869.73
2026-01-25 17:00:00,Arizona,35.42,54.81,352.29,1566.76
2026-01-25 18:00:00,Arizona,35.56,51.3,357.07,1592.99
2026-01-25 19:00:00,Arizona,31.23,46.26,384.0,941.46
2026-01-25 20:00:00,Arizona,29.14,40.84,393.59,622.3
2026-01-25 21:00:00,Arizona,29.25,36.83,402.24,645.86
2026-01-25 22:00:00,Arizona,26.36,33.62,411.8,217.37
2026-01-25 23:00:00,Arizona,26.74,30.42,421.9,271.91
2026-01-26 00:00:00,Arizona,20.86,30.16,428.6,16.94
2026-01-26 01:00:00,Arizona,18.68,31.31,454.56,3.5
2026-01-26 02:00:00,Arizona,23.66,32.53,454.74,13.46
2026-01-26 03:00:00,Arizona,20.73,33.58,444.6,12.16
2026-01-26 04:00:00,Arizona,20.4,43.56,451.97,6.03
2026-01-26 05:00:00,Arizona,27.81,40.56,439.51,434.6
2026-01-26 06:00:00,Arizona,25.36,47.74,420.13,70.48
2026-01-26 07:00:00,Arizona,31.54,54.8,413.37,985.21
2026-01-26 08:00:00,Arizona,27.26,60.09,398.95,351.33
2026-01-26 09:00:00,Arizona,35.65,65.48,379.21,1603.33
2026-01-26 10:00:00,Arizona,33.93,67.49,378.97,1345.0
2026-01-26 11:00:00,Arizona,37.95,69.69,357.62,1946.53
2026-01-26 12:00:00,Arizona,37.13,72.06,360.62,1823.73
2026-01-26 13:00:00,Arizona,38.39,67.79,352.74,2024.5
2026-01-26 14:00:00,Arizona,39.27,66.9,362.05,2142.41
2026-01-26 15:00:00,Arizona,39.91,65.67,346.82,2245.59
2026-01-26 16:00:00,Arizona,38.42,59.45,374.38,2014.53
2026-01-26 17:00:00,Arizona,36.63,55.49,361.12,1751.38
2026-01-26 18:00:00,Arizona,32.26,46.1,363.14,1094.16
2026-01-26 19:00:00,Arizona,31.53,46.58,375.62,983.0
2026-01-26 20:00:00,Arizona,27.11,37.89,400.13,325.93
2026-01-26 21:00:00,Arizona,26.1,37.69,414.45,167.75
2026-01-26 22:00:00,Arizona,25.58,30.85,434.82,92.83
2026-01-26 23:00:00,Arizona,22.76,33.59,428.19,12.82
2026-01-27 00:00:00,Arizona,22.55,31.99,461.93,1.32
2026-01-27 01:00:00,Arizona,22.78,30.76,444.3,3.82
2026-01-27 02:00:00,Arizona,23.19,31.29,446.03,7.71
2026-01-27 03:00:00,Arizona,22.14,34.66,447.97,10.47
2026-01-27 04:00:00,Arizona,24.08,39.91,454.42,9.63
2026-01-27 05:00:00,Arizona,20.14,45.6,435.73,3.89
2026-01-27 06:00:00,Arizona,26.63,50.78,440.28,264.89
2026-01-27 07:00:00,Arizona,28.3,53.86,399.91,500.17
2026-01-27 08:00:00,Arizona,28.33,59.07,397.52,508.4
2026-01-27 09:00:00,Arizona,35.32,64.45,371.64,1561.23
2026-01-27 10:00:00,Arizona,34.79,66.77,374.24,1471.01
2026-01-27 11:00:00,Arizona,38.29,70.8,352.46,2005.11
2026-01-27 12:00:00,Arizona,39.33,71.14,353.28,2152.09
2026-01-27 13:00:00,Arizona,38.37,69.44,337.64,2008.97
2026-01-27 14:00:00,Arizona,38.59,66.98,363.3,2038.09
2026-01-27 15:00:00,Arizona,39.99,65.14,355.44,2254.36
2026-01-27 16:00:00,Arizona,35.19,59.14,365.18,1536.73
2026-01-27 17:00:00,Arizona,36.82,56.03,360.44,1778.19
2026-01-27 18:00:00,Arizona,33.14,54.78,381.94,1223.01
2026-01-27 19:00:00,Arizona,33.92,45.77,404.02,1355.23
2026-01-27 20:00:00,Arizona,26.11,40.16,405.67,173.03
2026-01-27 21:00:00,Arizona,25.1,34.41,430.07,20.29
2026-01-27 22:00:00,Arizona,25.07,32.68,416.49,20.64
2026-01-27 23:00:00,Arizona,24.52,32.19,432.02,11.69
2026-01-28 00:00:00,Arizona,20.34,31.26,431.85,11.02
2026-01-28 01:00:00,Arizona,23.09,32.1,442.41,6.84
2026-01-28 02:00:00,Arizona,21.29,32.54,442.78,14.87
2026-01-28 03:00:00,Arizona,17.6,34.48,451.84,11.46
2026-01-28 04:00:00,Arizona,19.97,39.42,433.06,8.7
2026-01-28 05:00:00,Arizona,24.31,43.92,422.95,2.63
2026-01-28 06:00:00,Arizona,27.15,50.15,437.53,341.74
2026-01-28 07:00:00,Arizona,31.47,52.36,416.62,990.63
2026-01-28 08:00:00,Arizona,31.33,57.86,389.85,960.22
2026-01-28 09:00:00,Arizona,34.74,65.06,394.91,1470.04
2026-01-28 10:00:00,Arizona,33.46,69.68,376.22,1270.46
2026-01-28 11:00:00,Arizona,36.9,69.82,372.01,1802.64
2026-01-28 12:00:00,Arizona,35.51,66.44,368.68,1587.49
2026-01-28 13:00:00,Arizona,38.37,67.47,347.58,2008.89
2026-01-28 14:00:00,Arizona,36.81,67.16,365.23,1772.81
2026-01-28 15:00:00,Arizona,34.11,65.15,355.24,1376.06
2026-01-28 16:00:00,Arizona,39.07,56.34,348.76,2121.04
2026-01-28 17:00:00,Arizona,36.34,56.41,364.91,1718.39
2026-01-28 18:00:00,Arizona,31.8,47.84,363.43,1020.16
2026-01-28 19:00:00,Arizona,31.27,44.92,383.65,952.1
2026-01-28 20:00:00,Arizona,30.35,40.81,413.86,802.39
2026-01-28 21:00:00,Arizona,28.96,36.26,417.54,618.19
2026-01-28 22:00:00,Arizona,28.21,31.33,422.63,486.16
2026-01-28 23:00:00,Arizona,24.0,27.35,430.89,2.49
2026-01-29 00:00:00,Arizona,19.89,31.66,453.73,7.05
2026-01-29 01:00:00,Arizona,23.31,30.78,434.17,0.61
2026-01-29 02:00:00,Arizona,20.69,31.1,464.43,5.32
2026-01-29 03:00:00,Arizona,22.64,34.57,464.45,11.47
2026-01-29 04:00:00,Arizona,20.57,38.37,454.42,1.16
2026-01-29 05:00:00,Arizona,24.59,45.41,438.41,4.18
2026-01-29 06:00:00,Arizona,26.99,49.27,434.88,305.93
2026-01-29 07:00:00,Arizona,28.75,55.2,421.01,564.46
2026-01-29 08:00:00,Arizona,25.56,59.43,400.25,95.9
2026-01-29 09:00:00,Arizona,28.41,65.46,378.47,523.21
2026-01-29 10:00:00,Arizona,33.64,67.22,397.08,1313.01
2026-01-29 11:00:00,Arizona,37.26,65.92,365.9,1839.36
2026-01-29 12:00:00,Arizona,36.88,66.58,363.16,1783.79
2026-01-29 13:00:00,Arizona,32.94,69.3,366.03,1203.04
2026-01-29 14:00:00,Arizona,36.77,67.5,342.08,1774.43
2026-01-29 15:00:00,Arizona,39.23,65.57,366.94,2141.69
2026-01-29 16:00:00,Arizona,38.53,60.48,343.41,2031.6
2026-01-29 17:00:00,Arizona,38.51,54.1,362.16,2028.84
2026-01-29 18:00:00,Arizona,36.25,50.68,369.03,1694.27
2026-01-29 19:00:00,Arizona,31.78,45.34,366.2,1029.58
2026-01-29 20:00:00,Arizona,33.59,39.6,411.11,1293.65
2026-01-29 21:00:00,Arizona,24.77,38.77,407.88,3.08
2026-01-29 22:00:00,Arizona,29.04,35.23,413.43,619.03
2026-01-29 23:00:00,Arizona,24.16,32.21,430.82,0.65
2026-01-30 00:00:00,Arizona,22.87,30.72,426.66,7.93
2026-01-30 01:00:00,Arizona,25.29,29.85,445.29,45.23
2026-01-30 02:00:00,Arizona,18.38,36.65,449.8,0.65
2026-01-30 03:00:00,Arizona,24.09,36.77,445.04,7.16
2026-01-30 04:00:00,Arizona,23.36,40.97,463.81,16.86
2026-01-30 05:00:00,Arizona,29.23,45.04,427.84,637.84
2026-01-30 06:00:00,Arizona,28.64,48.61,424.28,546.96
2026-01-30 07:00:00,Arizona,28.98,56.12,419.92,602.94
2026-01-30 08:00:00,Arizona,28.82,59.31,403.76,580.5
2026-01-30 09:00:00,Arizona,33.09,61.93,361.87,1221.36
2026-01-30 10:00:00,Arizona,32.6,69.84,373.68,1144.8
2026-01-30 11:00:00,Arizona,34.08,70.08,381.48,1363.77
2026-01-30 12:00:00,Arizona,34.48,68.24,356.86,1424.05
2026-01-30 13:00:00,Arizona,36.61,72.9,332.27,1742.72
2026-01-30 14:00:00,Arizona,35.73,67.73,351.53,1624.6
2026-01-30 15:00:00,Arizona,34.81,59.82,357.21,1481.13
2026-01-30 16:00:00,Arizona,37.08,60.29,359.48,1813.68
2026-01-30 17:00:00,Arizona,39.57,54.71,369.11,2191.2
2026-01-30 18:00:00,Arizona,31.79,50.03,388.98,1023.36
2026-01-30 19:00:00,Arizona,31.47,46.01,400.56,970.86
2026-01-30 20:00:00,Arizona,33.47,38.89,404.07,1283.01
2026-01-30 21:00:00,Arizona,29.21,34.65,408.87,633.34
2026-01-30 22:00:00,Arizona,27.61,33.44,428.42,406.33
2026-01-30 23:00:00,Arizona,21.8,29.08,416.94,8.36
2026-01-01 00:00:00,Ireland,8.38,29.25,310.61,4.72
2026-01-01 01:00:00,Ireland,6.42,30.88,247.8,4.68
2026-01-01 02:00:00,Ireland,10.79,31.36,262.23,2.58
2026-01-01 03:00:00,Ireland,6.48,35.7,375.46,2.07
2026-01-01 04:00:00,Ireland,7.86,39.92,150.29,4.53
2026-01-01 05:00:00,Ireland,7.61,45.76,249.12,4.18
2026-01-01 06:00:00,Ireland,8.89,48.7,220.66,4.54
2026-01-01 07:00:00,Ireland,13.6,57.58,277.96,3.4
2026-01-01 08:00:00,Ireland,9.11,65.69,242.41,0.54
2026-01-01 09:00:00,Ireland,11.13,65.28,345.32,1.8
2026-01-01 10:00:00,Ireland,14.16,68.67,344.9,0.86
2026-01-01 11:00:00,Ireland,12.3,71.96,252.49,2.26
2026-01-01 12:00:00,Ireland,20.87,70.59,241.03,1.53
2026-01-01 13:00:00,Ireland,18.36,68.3,287.77,2.14
2026-01-01 14:00:00,Ireland,16.46,69.88,258.14,0.79
2026-01-01 15:00:00,Ireland,16.62,65.98,250.33,4.15
2026-01-01 16:00:00,Ireland,13.46,59.44,159.07,0.23
2026-01-01 17:00:00,Ireland,10.12,55.95,169.85,3.15
2026-01-01 18:00:00,Ireland,13.86,50.51,277.93,4.25
2026-01-01 19:00:00,Ireland,8.96,45.48,256.69,1.1
2026-01-01 20:00:00,Ireland,8.82,38.54,309.43,0.81
2026-01-01 21:00:00,Ireland,9.92,34.72,306.64,3.26
2026-01-01 22:00:00,Ireland,11.28,31.68,218.45,0.1
2026-01-01 23:00:00,Ireland,12.24,29.91,267.59,0.03
2026-01-02 00:00:00,Ireland,8.3,26.9,313.25,4.39
2026-01-02 01:00:00,Ireland,9.98,32.11,305.48,1.94
2026-01-02 02:00:00,Ireland,11.83,29.16,340.54,0.96
2026-01-02 03:00:00,Ireland,5.79,35.5,249.02,4.14
2026-01-02 04:00:00,Ireland,8.69,41.92,275.85,4.08
2026-01-02 05:00:00,Ireland,8.91,43.83,407.11,4.68
2026-01-02 06:00:00,Ireland,12.98,50.2,285.97,0.94
2026-01-02 07:00:00,Ireland,11.0,55.24,305.81,1.74
2026-01-02 08:00:00,Ireland,10.97,63.16,284.54,3.46
2026-01-02 09:00:00,Ireland,15.46,62.35,253.69,3.72
2026-01-02 10:00:00,Ireland,11.68,64.21,281.53,4.48
2026-01-02 11:00:00,Ireland,12.92,70.03,337.16,1.03
2026-01-02 12:00:00,Ireland,14.12,63.77,229.11,3.23
2026-01-02 13:00:00,Ireland,14.2,69.3,281.16,1.53
2026-01-02 14:00:00,Ireland,15.74,68.57,201.73,0.63
2026-01-02 15:00:00,Ireland,17.96,62.8,175.83,0.07
2026-01-02 16:00:00,Ireland,13.24,59.07,253.63,0.89
2026-01-02 17:00:00,Ireland,13.74,56.94,255.36,1.64
2026-01-02 18:00:00,Ireland,15.7,51.77,309.5,4.87
2026-01-02 19:00:00,Ireland,12.82,47.48,345.71,4.93
2026-01-02 20:00:00,Ireland,13.45,39.26,314.48,3.35
2026-01-02 21:00:00,Ireland,8.91,36.05,265.45,4.43
2026-01-02 22:00:00,Ireland,9.38,38.86,163.89,1.02
2026-01-02 23:00:00,Ireland,6.49,29.5,163.78,1.13
2026-01-03 00:00:00,Ireland,10.47,27.66,189.85,2.25
2026-01-03 01:00:00,Ireland,8.45,28.1,214.65,3.53
2026-01-03 02:00:00,Ireland,7.76,31.77,326.35,3.6
2026-01-03 03:00:00,Ireland,9.79,33.61,228.92,3.99
2026-01-03 04:00:00,Ireland,5.24,39.79,246.88,2.04
2026-01-03 05:00:00,Ireland,13.65,44.83,259.61,2.02
2026-01-03 06:00:00,Ireland,9.73,51.99,222.84,2.88
2026-01-03 07:00:00,Ireland,9.13,57.2,220.87,3.18
2026-01-03 08:00:00,Ireland,9.83,61.9,213.77,4.5
2026-01-03 09:00:00,Ireland,13.34,63.73,319.77,3.39
2026-01-03 10:00:00,Ireland,14.66,67.35,244.83,2.58
2026-01-03 11:00:00,Ireland,15.76,71.87,261.94,3.91
2026-01-03 12:00:00,Ireland,14.2,71.88,319.1,3.87
2026-01-03 13:00:00,Ireland,19.29,66.45,297.11,1.38
2026-01-03 14:00:00,Ireland,17.05,69.99,295.38,1.07
2026-01-03 15:00:00,Ireland,19.04,66.07,242.63,0.16
2026-01-03 16:00:00,Ireland,14.88,62.24,231.39,0.53
2026-01-03 17:00:00,Ireland,18.9,59.53,301.12,2.7
2026-01-03 18:00:00,Ireland,13.19,49.79,242.81,2.66
2026-01-03 19:00:00,Ireland,13.8,47.24,245.64,0.94
2026-01-03 20:00:00,Ireland,12.83,41.06,246.1,0.39
2026-01-03 21:00:00,Ireland,10.72,37.8,244.26,0.13
2026-01-03 22:00:00,Ireland,5.18,31.88,268.89,1.18
2026-01-03 23:00:00,Ireland,10.67,28.63,267.09,2.39
2026-01-04 00:00:00,Ireland,7.08,32.49,197.58,2.87
2026-01-04 01:00:00,Ireland,9.11,29.9,243.55,3.39
2026-01-04 02:00:00,Ireland,11.39,30.57,342.75,1.45
2026-01-04 03:00:00,Ireland,8.52,39.83,280.68,1.75
2026-01-04 04:00:00,Ireland,7.86,42.83,252.66,4.53
2026-01-04 05:00:00,Ireland,8.45,43.4,242.6,3.27
2026-01-04 06:00:00,Ireland,10.48,50.28,206.59,0.32
2026-01-04 07:00:00,Ireland,10.61,58.67,259.62,2.05
2026-01-04 08:00:00,Ireland,10.83,59.51,212.13,1.22
2026-01-04 09:00:00,Ireland,15.01,65.21,290.73,1.35
2026-01-04 10:00:00,Ireland,14.61,66.91,219.24,1.47
2026-01-04 11:00:00,Ireland,16.4,68.94,259.47,0.69
2026-01-04 12:00:00,Ireland,15.79,70.11,196.11,1.03
2026-01-04 13:00:00,Ireland,15.21,67.14,242.46,4.82
2026-01-04 14:00:00,Ireland,17.55,67.93,265.21,3.08
2026-01-04 15:00:00,Ireland,11.02,61.49,241.71,2.59
2026-01-04 16:00:00,Ireland,14.95,56.7,335.74,3.6
2026-01-04 17:00:00,Ireland,13.62,56.76,277.79,4.2
